modul_codi,modul_nom,modul_hores,modul_curs,ra_codi,ra_pes,ra_nota_minima,ra_descripcio,ca_codi,ca_pes,ca_descripcio
M04,Sistemes Operatius en Xarxa,132,2,RA3,15,5,Realitza tasques de gestió sobre dominis identificant necessitats i aplicant eines d'administració de dominis.,CA3.7,12,Analitza l'estructura del servei de directori.
M04,Sistemes Operatius en Xarxa,132,2,RA3,15,5,Realitza tasques de gestió sobre dominis identificant necessitats i aplicant eines d'administració de dominis.,CA3.8,12,Utilitza eines d'administració de dominis.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.1,15,Reconeix la diferència entre permís i dret.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.2,15,Identifica els recursos del sistema que es compartiran i en quines condicions.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.3,14,Assigna permisos als recursos del sistema que es compartiran.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.4,14,Comparteix impressores en xarxa.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.5,14,Utilitza l'entorn gràfic per compartir recursos.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.6,14,Estableix nivells de seguretat per controlar l'accés del client als recursos compartits en xarxa.
M04,Sistemes Operatius en Xarxa,132,2,RA4,15,5,"Gestiona els recursos compartits del sistema, interpretant especificacions i determinant nivells de seguretat.",CA4.7,14,Treballa en grup per comprovar l'accés als recursos compartits del sistema.
M04,Sistemes Operatius en Xarxa,132,2,RA5,20,5,"Realitza tasques de monitoratge i ús del sistema operatiu en xarxa, descrivint les eines utilitzades i identificant les principals incidències.",CA5.1,17,Descriu les característiques dels programes de monitoratge.
M04,Sistemes Operatius en Xarxa,132,2,RA5,20,5,"Realitza tasques de monitoratge i ús del sistema operatiu en xarxa, descrivint les eines utilitzades i identificant les principals incidències.",CA5.2,17,Identifica problemes de rendiment en els dispositius d'emmagatzematge.
M04,Sistemes Operatius en Xarxa,132,2,RA5,20,5,"Realitza tasques de monitoratge i ús del sistema operatiu en xarxa, descrivint les eines utilitzades i identificant les principals incidències.",CA5.3,17,Observa l'activitat del sistema operatiu en xarxa a partir de les traces generades pel propi sistema.
M04,Sistemes Operatius en Xarxa,132,2,RA5,20,5,"Realitza tasques de monitoratge i ús del sistema operatiu en xarxa, descrivint les eines utilitzades i identificant les principals incidències.",CA5.4,17,Realitza tasques de manteniment del programari instal·lat en el sistema.
M04,Sistemes Operatius en Xarxa,132,2,RA5,20,5,"Realitza tasques de monitoratge i ús del sistema operatiu en xarxa, descrivint les eines utilitzades i identificant les principals incidències.",CA5.5,16,Executa operacions per a l'automatització de tasques del sistema.
M04,Sistemes Operatius en Xarxa,132,2,RA5,20,5,"Realitza tasques de monitoratge i ús del sistema operatiu en xarxa, descrivint les eines utilitzades i identificant les principals incidències.",CA5.6,16,Interpreta la informació de configuració del sistema operatiu en xarxa.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.1,12,Identifica la necessitat de compartir recursos en xarxa entre diferents sistemes operatius.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.2,11,Comprova la connectivitat de la xarxa en un escenari heterogeni.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.3,11,Descriu la funcionalitat dels serveis que permeten compartir recursos en xarxa.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.4,11,Instal·la i configura serveis per compartir recursos en xarxa.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.5,11,Accedeix a sistemes d'arxius en xarxa des d'equips amb diferents sistemes operatius.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.6,11,Accedeix a impressores des d'equips amb diferents sistemes operatius.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.7,11,Treballa en grup.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.8,11,Estableix nivells de seguretat per controlar l'accés de l'usuari als recursos compartits en xarxa.
M04,Sistemes Operatius en Xarxa,132,2,RA6,15,5,"Realitza tasques d'integració de sistemes operatius lliures i propietaris, descrivint els avantatges de compartir recursos i instal·lant programari específic.",CA6.9,11,Comprova el funcionament dels serveis instal·lats.
